"","id","accepted_date","title","ps","p_value"
"3944","10.1371/journal.pone.0118619","2015-01-21T00:00:00Z","Human Footprint Variation while Performing Load Bearing Tasks","p = 0.885)",0.885
"3945","10.1371/journal.pone.0118619","2015-01-21T00:00:00Z","Human Footprint Variation while Performing Load Bearing Tasks","p = 0.001)",0.001
"3946","10.1371/journal.pone.0118619","2015-01-21T00:00:00Z","Human Footprint Variation while Performing Load Bearing Tasks","p = 0.093 ",0.093
"3947","10.1371/journal.pone.0118619","2015-01-21T00:00:00Z","Human Footprint Variation while Performing Load Bearing Tasks","p = 0.042)",0.042
"3948","10.1371/journal.pone.0118619","2015-01-21T00:00:00Z","Human Footprint Variation while Performing Load Bearing Tasks","p = 0.018)",0.018
"3949","10.1371/journal.pone.0118619","2015-01-21T00:00:00Z","Human Footprint Variation while Performing Load Bearing Tasks","p = 0.002)",0.002
"3950","10.1371/journal.pone.0118619","2015-01-21T00:00:00Z","Human Footprint Variation while Performing Load Bearing Tasks","p = 0.028)",0.028
"3951","10.1371/journal.pone.0163916","2016-09-17T00:00:00Z","Suitability Analysis and Projected Climate Change Impact on Banana and Coffee Production Zones in Nepal","p < 0.05 i",0.025
"3952","10.1371/journal.pone.0163494","2016-09-09T00:00:00Z","Role of Recruitment Processes in Structuring Coralligenous Benthic Assemblages in the Northern Adriatic Continental Shelf","p < 0.05),",0.025
"3953","10.1371/journal.pone.0163494","2016-09-09T00:00:00Z","Role of Recruitment Processes in Structuring Coralligenous Benthic Assemblages in the Northern Adriatic Continental Shelf","p < 0.05) ",0.025
"3954","10.1371/journal.pone.0163494","2016-09-09T00:00:00Z","Role of Recruitment Processes in Structuring Coralligenous Benthic Assemblages in the Northern Adriatic Continental Shelf","p < 0.05).",0.025
"3955","10.1371/journal.pone.0163494","2016-09-09T00:00:00Z","Role of Recruitment Processes in Structuring Coralligenous Benthic Assemblages in the Northern Adriatic Continental Shelf","p < 0.01).",0.005
"3956","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p < 0.01) ",0.005
"3957","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p < 0.05. ",0.025
"3958","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p < 0.001)",5e-04
"3959","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.003)",0.003
"3960","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.718)",0.718
"3961","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.249)",0.249
"3962","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.023)",0.023
"3963","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.029)",0.029
"3964","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p < 0.001)",5e-04
"3965","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p < 0.05).",0.025
"3966","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.047)",0.047
"3967","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.010)",0.01
"3968","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.010)",0.01
"3969","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p = 0.004)",0.004
"3970","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p < 0.05).",0.025
"3971","10.1371/journal.pone.0158877","2016-06-23T00:00:00Z","Impact of Non-Invasively Induced Motor Deficits on Tibial Cortical Properties in Mutant Lurcher Mice","p < 0.05).",0.025
"3972","10.1371/journal.pone.0183455","2017-08-04T00:00:00Z","The ‘Feline Five’: An exploration of personality in pet cats (Felis catus)","p < .001),",0.001
"3973","10.1371/journal.pone.0183455","2017-08-04T00:00:00Z","The ‘Feline Five’: An exploration of personality in pet cats (Felis catus)","p < .01. A",0.01
"3974","10.1371/journal.pone.0182244","2017-07-14T00:00:00Z","Air blast injuries killed the crew of the submarine H.L. Hunley","p = mass d",NA
"3975","10.1371/journal.pone.0182244","2017-07-14T00:00:00Z","Air blast injuries killed the crew of the submarine H.L. Hunley","p = struct",NA
"3976","10.1371/journal.pone.0174897","2017-03-16T00:00:00Z","Isotopic ecology of coyotes from scat and road kill carcasses: A complementary approach to feeding experiments","p = 0.055;",0.055
"3977","10.1371/journal.pone.0174897","2017-03-16T00:00:00Z","Isotopic ecology of coyotes from scat and road kill carcasses: A complementary approach to feeding experiments","p = 0.057)",0.057
"3978","10.1371/journal.pone.0174897","2017-03-16T00:00:00Z","Isotopic ecology of coyotes from scat and road kill carcasses: A complementary approach to feeding experiments","p = 0.3). ",0.3
"3979","10.1371/journal.pone.0174897","2017-03-16T00:00:00Z","Isotopic ecology of coyotes from scat and road kill carcasses: A complementary approach to feeding experiments","p = 0.57],",0.57
"3980","10.1371/journal.pone.0174897","2017-03-16T00:00:00Z","Isotopic ecology of coyotes from scat and road kill carcasses: A complementary approach to feeding experiments","p = 0.62],",0.62
"3981","10.1371/journal.pone.0174897","2017-03-16T00:00:00Z","Isotopic ecology of coyotes from scat and road kill carcasses: A complementary approach to feeding experiments","p = 0.31; ",0.31
"3982","10.1371/journal.pone.0174897","2017-03-16T00:00:00Z","Isotopic ecology of coyotes from scat and road kill carcasses: A complementary approach to feeding experiments","p < 0.01) ",0.005
"3983","10.1371/journal.pone.0174897","2017-03-16T00:00:00Z","Isotopic ecology of coyotes from scat and road kill carcasses: A complementary approach to feeding experiments","p = 0.25; ",0.25
"3984","10.1371/journal.pone.0169227","2016-12-13T00:00:00Z","Probing the Association between Early Evolutionary Markers and Schizophrenia","p > 5x10-8",5
"3985","10.1371/journal.pone.0169227","2016-12-13T00:00:00Z","Probing the Association between Early Evolutionary Markers and Schizophrenia","p = 0.57; ",0.57
"3986","10.1371/journal.pone.0169227","2016-12-13T00:00:00Z","Probing the Association between Early Evolutionary Markers and Schizophrenia","p = 6.00x1",6
"3987","10.1371/journal.pone.0169227","2016-12-13T00:00:00Z","Probing the Association between Early Evolutionary Markers and Schizophrenia","p = 0.694)",0.694
"3988","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.05. ",0.025
"3989","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p = 0.93) ",0.93
"3990","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p = 0.0005",5e-04
"3991","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p = 0.0001",1e-04
"3992","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p > 0.05).",0.05
"3993","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.05).",0.025
"3994","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.05) ",0.025
"3995","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p > 0.05).",0.05
"3996","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.05) ",0.025
"3997","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p > 0.05).",0.05
"3998","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p = 0.0001",1e-04
"3999","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.0001",5e-05
"4000","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.05) ",0.025
"4001","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p = 0.0001",1e-04
"4002","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.0001",5e-05
"4003","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p = 0.0001",1e-04
"4004","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.0001",5e-05
"4005","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.05) ",0.025
"4006","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p > 0.05).",0.05
"4007","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p > 0.05) ",0.05
"4008","10.1371/journal.pone.0188806","2017-11-13T00:00:00Z","Principal component and discriminant analyses as powerful tools to support taxonomic identification and their use for functional and phylogenetic signal detection of isolated fossil shark teeth","p < 0.05).",0.025
"4009","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.006)",0.006
"4010","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.005)",0.005
"4011","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.03) ",0.03
"4012","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p < 0.05) ",0.025
"4013","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.008)",0.008
"4014","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.020)",0.02
"4015","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.01) ",0.01
"4016","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.001)",0.001
"4017","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.022)",0.022
"4018","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.019)",0.019
"4019","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.033)",0.033
"4020","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.022)",0.022
"4021","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.01) ",0.01
"4022","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p < 0.05) ",0.025
"4023","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.02) ",0.02
"4024","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.44) ",0.44
"4025","10.1371/journal.pone.0189782","2017-12-01T00:00:00Z","Influence of riverine input on the growth of Glycymeris glycymeris in the Bay of Brest, North-West France","p = 0.29) ",0.29
"4026","10.1371/journal.pone.0189924","2017-12-05T00:00:00Z","Biochar derived from corn straw affected availability and distribution of soil nutrients and cotton yield","p < 0.01) ",0.005
"4027","10.1371/journal.pone.0189924","2017-12-05T00:00:00Z","Biochar derived from corn straw affected availability and distribution of soil nutrients and cotton yield","p < 0.05),",0.025
"4028","10.1371/journal.pone.0189924","2017-12-05T00:00:00Z","Biochar derived from corn straw affected availability and distribution of soil nutrients and cotton yield","p < 0.05),",0.025
"4029","10.1371/journal.pone.0189924","2017-12-05T00:00:00Z","Biochar derived from corn straw affected availability and distribution of soil nutrients and cotton yield","p < 0.05).",0.025
"4030","10.1371/journal.pone.0189924","2017-12-05T00:00:00Z","Biochar derived from corn straw affected availability and distribution of soil nutrients and cotton yield","p < 0.01) ",0.005
"4031","10.1371/journal.pone.0189924","2017-12-05T00:00:00Z","Biochar derived from corn straw affected availability and distribution of soil nutrients and cotton yield","p < 0.05) ",0.025
"4032","10.1371/journal.pone.0189924","2017-12-05T00:00:00Z","Biochar derived from corn straw affected availability and distribution of soil nutrients and cotton yield","p < 0.01),",0.005
"4033","10.1371/journal.pone.0217929","2019-05-21T00:00:00Z","Infection dynamics of gastrointestinal helminths in sympatric non-human primates, livestock and wild ruminants in Kenya","p = 0.0072",0.0072
"4034","10.1371/journal.pone.0219100","2019-06-15T00:00:00Z","Artisans and dugout canoes reveal pieces of Atlantic Forest history","p < 0.01).",0.005
"4035","10.1371/journal.pone.0217363","2019-05-09T00:00:00Z","The geographical configuration of a language area influences linguistic diversity","p = 0.205,",0.205
"4036","10.1371/journal.pone.0217363","2019-05-09T00:00:00Z","The geographical configuration of a language area influences linguistic diversity","p < .001, ",0.001
"4037","10.1371/journal.pone.0217363","2019-05-09T00:00:00Z","The geographical configuration of a language area influences linguistic diversity","p = .596. ",0.596
"4038","10.1371/journal.pone.0217363","2019-05-09T00:00:00Z","The geographical configuration of a language area influences linguistic diversity","p = .960. ",0.96
"4039","10.1371/journal.pone.0220031","2019-07-08T00:00:00Z","Diatraea saccharalis history of colonization in the Americas. The case for human-mediated dispersal","p = 0.000)",0
"4040","10.1371/journal.pone.0222796","2019-09-06T00:00:00Z","Discerning the functional networks behind processing of music and speech through human vocalizations","p < 0.0028",0.0028
"4041","10.1371/journal.pone.0222796","2019-09-06T00:00:00Z","Discerning the functional networks behind processing of music and speech through human vocalizations","p < 0.05).",0.025
"4042","10.1371/journal.pone.0222796","2019-09-06T00:00:00Z","Discerning the functional networks behind processing of music and speech through human vocalizations","p < 0.05) ",0.025
"4043","10.1371/journal.pone.0179079","2017-05-23T00:00:00Z","Biochar particle size, shape, and porosity act together to influence soil water properties","p = 0.25).",0.25
"4044","10.1371/journal.pone.0179079","2017-05-23T00:00:00Z","Biochar particle size, shape, and porosity act together to influence soil water properties","p = 0.55, ",0.55
"4045","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.01).",0.01
"4046","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.001)",0.001
"4047","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.016)",0.016
"4048","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.03),",0.03
"4049","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.01).",0.01
"4050","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.06).",0.06
"4051","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.003;",0.003
"4052","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.001)",0.001
"4053","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.003)",0.003
"4054","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = < .000",0
"4055","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.0008",8e-04
"4056","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = <0.000",0
"4057","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = <0.000",0
"4058","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.0008",8e-04
"4059","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.001;",0.001
"4060","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.003)",0.003
"4061","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.019;",0.019
"4062","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.01) ",0.01
"4063","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.07).",0.07
"4064","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.03) ",0.03
"4065","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.018)",0.018
"4066","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.19) ",0.19
"4067","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.0191",0.0191
"4068","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = <0.001",5e-04
"4069","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = <0.000",0
"4070","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.001)",0.001
"4071","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.07).",0.07
"4072","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.06) ",0.06
"4073","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.01; ",0.01
"4074","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.01),",0.01
"4075","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.06) ",0.06
"4076","10.1371/journal.pone.0183367","2017-08-02T00:00:00Z","Concentrations of trace elements in human milk: Comparisons among women in Argentina, Namibia, Poland, and the United States","p = 0.11).",0.11
"4077","10.1371/journal.pone.0237700","2020-08-02T00:00:00Z","Lack of head sparing following third-trimester caloric restriction among Tanzanian Maasai","p < 0.0001",5e-05
"4078","10.1371/journal.pone.0237700","2020-08-02T00:00:00Z","Lack of head sparing following third-trimester caloric restriction among Tanzanian Maasai","p < 0.0001",5e-05
"4079","10.1371/journal.pone.0237700","2020-08-02T00:00:00Z","Lack of head sparing following third-trimester caloric restriction among Tanzanian Maasai","p = 0.02).",0.02
"4080","10.1371/journal.pone.0237700","2020-08-02T00:00:00Z","Lack of head sparing following third-trimester caloric restriction among Tanzanian Maasai","p < 0.0001",5e-05
"4081","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p = .01) a",0.01
"4082","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p = 0.3). ",0.3
"4083","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p = .03; n",0.03
"4084","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p < .001; ",0.001
"4085","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p < .001) ",0.001
"4086","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p = .3) ha",0.3
"4087","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p = .04) i",0.04
"4088","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p = .72), ",0.72
"4089","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p = .01) T",0.01
"4090","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p < .001),",0.001
"4091","10.1371/journal.pone.0239523","2020-09-08T00:00:00Z","The role of dispersal and school attendance on reproductive dynamics in small, dispersed populations: Choyeros of Baja California Sur, Mexico","p = .9), i",0.9
"4092","10.1371/journal.pbio.0030248","2005-05-11T00:00:00Z","The Genome Sequence of Rickettsia felis Identifies the First Putative Conjugative Plasmid in an Obligate Intracellular Parasite","p < 0.001;",5e-04
"4093","10.1371/journal.pone.0031897","2012-01-16T00:00:00Z","Stable Isotope Evidence for Dietary Overlap between Alien and Native Gastropods in Coastal Lakes of Northern KwaZulu-Natal, South Africa","p = 0.139)",0.139
"4094","10.1371/journal.pone.0063330","2013-03-31T00:00:00Z","Roles of Seed and Establishment Limitation in Determining Patterns of Afrotropical Tree Recruitment","p = 0.83).",0.83
"4095","10.1371/journal.pone.0063330","2013-03-31T00:00:00Z","Roles of Seed and Establishment Limitation in Determining Patterns of Afrotropical Tree Recruitment","p = 0.02).",0.02
"4096","10.1371/journal.pone.0063330","2013-03-31T00:00:00Z","Roles of Seed and Establishment Limitation in Determining Patterns of Afrotropical Tree Recruitment","p = 0.0003",3e-04
"4097","10.1371/journal.pone.0063330","2013-03-31T00:00:00Z","Roles of Seed and Establishment Limitation in Determining Patterns of Afrotropical Tree Recruitment","p = 0.001)",0.001
"4098","10.1371/journal.pone.0063330","2013-03-31T00:00:00Z","Roles of Seed and Establishment Limitation in Determining Patterns of Afrotropical Tree Recruitment","p = 0.02) ",0.02
"4099","10.1371/journal.pone.0063330","2013-03-31T00:00:00Z","Roles of Seed and Establishment Limitation in Determining Patterns of Afrotropical Tree Recruitment","p = 0.24) ",0.24
"4100","10.1371/journal.pone.0063330","2013-03-31T00:00:00Z","Roles of Seed and Establishment Limitation in Determining Patterns of Afrotropical Tree Recruitment","p = 0.61) ",0.61
"4101","10.1371/journal.pone.0038116","2012-05-03T00:00:00Z","Paradoxical Facilitation of Working Memory after Basolateral Amygdala Damage","p = .469),",0.469
"4102","10.1371/journal.pone.0038116","2012-05-03T00:00:00Z","Paradoxical Facilitation of Working Memory after Basolateral Amygdala Damage","p = −.573)",0.573
